Time,Team,Operation,BuyVolume,SellVolume,EtfPosition,FuturePosition,EtfPrice,FuturePrice,TotalFees,AccountBalance,ProfitOrLoss,Status
91.015,TraderOne,Tick,0,10,-10,110,149600,149100,-148,-14880852,27148,BREACH
91.265,TraderOne,Tick,0,10,-10,110,149600,149100,-148,-14880852,27148,BREACH
91.468,TraderOne,Tick,0,10,-10,110,149600,148900,-148,-14880852,7148,BREACH
91.797,TraderOne,Tick,0,10,-10,110,149600,148900,-148,-14880852,7148,BREACH
92.047,TraderOne,Tick,0,10,-10,110,149600,148900,-148,-14880852,7148,BREACH
92.297,TraderOne,Tick,0,10,-10,110,149400,148900,-148,-14880852,7148,BREACH
92.547,TraderOne,Tick,0,10,-10,110,149400,148900,-148,-14880852,7148,BREACH
92.734,TraderOne,Tick,0,10,-10,110,149400,148900,-148,-14880852,7148,BREACH
93.031,TraderOne,Tick,0,10,-10,110,149400,149200,-148,-14880852,37148,BREACH
93.25,TraderOne,Tick,0,10,-10,110,149400,149200,-148,-14880852,37148,BREACH
93.5,TraderOne,Tick,0,10,-10,110,149400,149200,-148,-14880852,37148,BREACH
93.765,TraderOne,Tick,0,10,-10,110,149400,149200,-148,-14880852,37148,BREACH
94.047,TraderOne,Tick,0,10,-10,110,149400,149200,-148,-14880852,37148,BREACH
94.265,TraderOne,Tick,0,10,-10,110,149400,149200,-148,-14880852,37148,BREACH
94.531,TraderOne,Tick,0,10,-10,110,149400,149200,-148,-14880852,37148,BREACH
94.703,TraderOne,Tick,0,10,-10,110,149400,149200,-148,-14880852,37148,BREACH
95.062,TraderOne,Tick,0,10,-10,110,149400,149200,-148,-14880852,37148,BREACH
95.265,TraderOne,Tick,0,10,-10,110,149400,149200,-148,-14880852,37148,BREACH
95.468,TraderOne,Tick,0,10,-10,110,149400,149200,-148,-14880852,37148,BREACH
95.75,TraderOne,Tick,0,10,-10,110,149400,149200,-148,-14880852,37148,BREACH
96.0,TraderOne,Tick,0,10,-10,110,149400,149200,-148,-14880852,37148,BREACH
96.218,TraderOne,Tick,0,10,-10,110,149400,149200,-148,-14880852,37148,BREACH
96.453,TraderOne,Tick,0,10,-10,110,149400,149200,-148,-14880852,37148,BREACH
96.75,TraderOne,Tick,0,10,-10,110,149400,149200,-148,-14880852,37148,BREACH
97.0,TraderOne,Tick,0,10,-10,110,149400,149200,-148,-14880852,37148,BREACH
97.234,TraderOne,Tick,0,10,-10,110,149400,149200,-148,-14880852,37148,BREACH
97.453,TraderOne,Tick,0,10,-10,110,149800,149600,-148,-14880852,77148,BREACH
97.718,TraderOne,Tick,0,10,-10,110,149800,149600,-148,-14880852,77148,BREACH
97.968,TraderOne,Tick,0,10,-10,110,149800,149800,-148,-14880852,99148,BREACH
98.265,TraderOne,Tick,0,10,-10,110,149800,149800,-148,-14880852,99148,BREACH
98.5,TraderOne,Tick,0,10,-10,110,149200,149800,-148,-14880852,102148,BREACH
98.718,TraderOne,Tick,0,10,-10,110,149800,149800,-148,-14880852,99148,BREACH
98.984,TraderOne,Tick,0,10,-10,110,149800,149900,-148,-14880852,110148,BREACH
99.218,TraderOne,Tick,0,10,-10,110,149800,150100,-148,-14880852,132148,BREACH
99.5,TraderOne,Tick,0,10,-10,110,149800,150100,-148,-14880852,132148,BREACH
99.765,TraderOne,Tick,0,10,-10,110,149800,150000,-148,-14880852,121148,BREACH
100.031,TraderOne,Tick,0,10,-10,110,149900,150000,-148,-14880852,120148,BREACH
100.281,TraderOne,Tick,0,10,-10,110,149900,149900,-148,-14880852,109148,BREACH
100.547,TraderOne,Tick,0,10,-10,110,149900,149900,-148,-14880852,109148,BREACH
100.765,TraderOne,Tick,0,10,-10,110,149900,149900,-148,-14880852,109148,BREACH
100.984,TraderOne,Tick,0,10,-10,110,149900,149900,-148,-14880852,109148,BREACH
101.234,TraderOne,Tick,0,10,-10,110,149400,149900,-148,-14880852,112148,BREACH
101.453,TraderOne,Tick,0,10,-10,110,149400,149900,-148,-14880852,112148,BREACH
101.75,TraderOne,Tick,0,10,-10,110,149400,150100,-148,-14880852,132148,BREACH
102.0,TraderOne,Tick,0,10,-10,110,149400,150100,-148,-14880852,132148,BREACH
102.281,TraderOne,Tick,0,10,-10,110,149400,150100,-148,-14880852,132148,BREACH
102.5,TraderOne,Tick,0,10,-10,110,149400,150100,-148,-14880852,132148,BREACH
102.75,TraderOne,Tick,0,10,-10,110,149400,150300,-148,-14880852,152148,BREACH
103.047,TraderOne,Tick,0,10,-10,110,149400,150300,-148,-14880852,152148,BREACH
103.265,TraderOne,Tick,0,10,-10,110,149400,150300,-148,-14880852,152148,BREACH
103.484,TraderOne,Tick,0,10,-10,110,149700,150300,-148,-14880852,152148,BREACH
103.765,TraderOne,Tick,0,10,-10,110,149900,150300,-148,-14880852,152148,BREACH
103.968,TraderOne,Tick,0,10,-10,110,149900,150400,-148,-14880852,162148,BREACH
104.25,TraderOne,Tick,0,10,-10,110,149900,150200,-148,-14880852,142148,BREACH
104.468,TraderOne,Tick,0,10,-10,110,149900,150200,-148,-14880852,142148,BREACH
104.781,TraderOne,Tick,0,10,-10,110,149900,150200,-148,-14880852,142148,BREACH
105.015,TraderOne,Tick,0,10,-10,110,149900,150200,-148,-14880852,142148,BREACH
105.25,TraderOne,Tick,0,10,-10,110,149900,150200,-148,-14880852,142148,BREACH
105.5,TraderOne,Tick,0,10,-10,110,149900,150200,-148,-14880852,142148,BREACH
105.703,TraderOne,Tick,0,10,-10,110,149900,150200,-148,-14880852,142148,BREACH
105.968,TraderOne,Tick,0,10,-10,110,149900,150300,-148,-14880852,152148,BREACH
106.281,TraderOne,Tick,0,10,-10,110,149900,150500,-148,-14880852,172148,BREACH
106.515,TraderOne,Tick,0,10,-10,110,150200,150500,-148,-14880852,172148,BREACH
106.765,TraderOne,Tick,0,10,-10,110,150200,150400,-148,-14880852,161148,BREACH
107.031,TraderOne,Tick,0,10,-10,110,150200,150300,-148,-14880852,150148,BREACH
107.281,TraderOne,Tick,0,10,-10,110,150200,150300,-148,-14880852,150148,BREACH
107.547,TraderOne,Tick,0,10,-10,110,150200,150400,-148,-14880852,161148,BREACH
107.734,TraderOne,Tick,0,10,-10,110,150200,150400,-148,-14880852,161148,BREACH
108.015,TraderOne,Tick,0,10,-10,110,150200,150400,-148,-14880852,161148,BREACH
108.218,TraderOne,Tick,0,10,-10,110,150200,150300,-148,-14880852,150148,BREACH
108.515,TraderOne,Tick,0,10,-10,110,150200,150100,-148,-14880852,128148,BREACH
108.797,TraderOne,Tick,0,10,-10,110,149600,150100,-148,-14880852,132148,BREACH
109.015,TraderOne,Tick,0,10,-10,110,149600,150100,-148,-14880852,132148,BREACH
109.25,TraderOne,Tick,0,10,-10,110,149600,150100,-148,-14880852,132148,BREACH
109.484,TraderOne,Tick,0,10,-10,110,149600,150100,-148,-14880852,132148,BREACH
109.75,TraderOne,Tick,0,10,-10,110,149600,150100,-148,-14880852,132148,BREACH
110.031,TraderOne,Tick,0,10,-10,110,149600,150100,-148,-14880852,132148,BREACH
110.25,TraderOne,Tick,0,10,-10,110,150200,150500,-148,-14880852,172148,BREACH
110.437,TraderOne,Tick,0,10,-10,110,150200,150500,-148,-14880852,172148,BREACH
110.703,TraderOne,Tick,0,10,-10,110,150200,150700,-148,-14880852,192148,BREACH
111.015,TraderOne,Tick,0,10,-10,110,150200,150600,-148,-14880852,182148,BREACH
111.297,TraderOne,Tick,0,10,-10,110,150200,150600,-148,-14880852,182148,BREACH
111.453,TraderOne,Tick,0,10,-10,110,150200,150600,-148,-14880852,182148,BREACH
111.765,TraderOne,Tick,0,10,-10,110,150100,150600,-148,-14880852,182148,BREACH
111.984,TraderOne,Tick,0,10,-10,110,150100,150600,-148,-14880852,182148,BREACH
112.218,TraderOne,Tick,0,10,-10,110,150100,150500,-148,-14880852,172148,BREACH
112.468,TraderOne,Tick,0,10,-10,110,150100,150400,-148,-14880852,162148,BREACH
112.718,TraderOne,Tick,0,10,-10,110,150100,150500,-148,-14880852,172148,BREACH
112.984,TraderOne,Tick,0,10,-10,110,150100,150700,-148,-14880852,192148,BREACH
113.218,TraderOne,Tick,0,10,-10,110,150200,150600,-148,-14880852,182148,BREACH
113.5,TraderOne,Tick,0,10,-10,110,150200,150500,-148,-14880852,172148,BREACH
113.797,TraderOne,Tick,0,10,-10,110,150200,150500,-148,-14880852,172148,BREACH
114.015,TraderOne,Tick,0,10,-10,110,150200,150500,-148,-14880852,172148,BREACH
114.281,TraderOne,Tick,0,10,-10,110,150500,150600,-148,-14880852,180148,BREACH
114.484,TraderOne,Tick,0,10,-10,110,150500,150500,-148,-14880852,169148,BREACH
114.781,TraderOne,Tick,0,10,-10,110,150500,150500,-148,-14880852,169148,BREACH
115.047,TraderOne,Tick,0,10,-10,110,150500,150900,-148,-14880852,212148,BREACH
115.312,TraderOne,Tick,0,10,-10,110,150100,150500,-148,-14880852,172148,BREACH
115.5,TraderOne,Tick,0,10,-10,110,150100,150500,-148,-14880852,172148,BREACH
115.75,TraderOne,Tick,0,10,-10,110,150100,150500,-148,-14880852,172148,BREACH
115.984,TraderOne,Tick,0,10,-10,110,150100,150400,-148,-14880852,162148,BREACH
116.297,TraderOne,Tick,0,10,-10,110,150600,150500,-148,-14880852,168148,BREACH
116.453,TraderOne,Tick,0,10,-10,110,150600,150800,-148,-14880852,201148,BREACH
116.812,TraderOne,Tick,0,10,-10,110,150600,150500,-148,-14880852,168148,BREACH
117.047,TraderOne,Tick,0,10,-10,110,150000,150500,-148,-14880852,172148,BREACH
117.234,TraderOne,Tick,0,10,-10,110,150000,150500,-148,-14880852,172148,BREACH
117.531,TraderOne,Tick,0,10,-10,110,150000,150300,-148,-14880852,152148,BREACH
117.718,TraderOne,Tick,0,10,-10,110,150000,150300,-148,-14880852,152148,BREACH
117.968,TraderOne,Tick,0,10,-10,110,150000,150300,-148,-14880852,152148,BREACH
118.234,TraderOne,Tick,0,10,-10,110,150000,150300,-148,-14880852,152148,BREACH
118.453,TraderOne,Tick,0,10,-10,110,150000,150500,-148,-14880852,172148,BREACH
118.703,TraderOne,Tick,0,10,-10,110,150000,150400,-148,-14880852,162148,BREACH
119.0,TraderOne,Tick,0,10,-10,110,150500,150300,-148,-14880852,147148,BREACH
119.297,TraderOne,Tick,0,10,-10,110,150500,150300,-148,-14880852,147148,BREACH
119.531,TraderOne,Tick,0,10,-10,110,150500,150200,-148,-14880852,136148,BREACH
119.703,TraderOne,Tick,0,10,-10,110,150200,150100,-148,-14880852,128148,BREACH
119.953,TraderOne,Tick,0,10,-10,110,150200,150100,-148,-14880852,128148,BREACH
120.234,TraderOne,Tick,0,10,-10,110,150200,150600,-148,-14880852,182148,BREACH
120.515,TraderOne,Tick,0,10,-10,110,150200,150600,-148,-14880852,182148,BREACH
120.797,TraderOne,Tick,0,10,-10,110,150200,150600,-148,-14880852,182148,BREACH
121.047,TraderOne,Tick,0,10,-10,110,150200,150600,-148,-14880852,182148,BREACH
121.297,TraderOne,Tick,0,10,-10,110,150000,150600,-148,-14880852,182148,BREACH
121.531,TraderOne,Tick,0,10,-10,110,150000,150600,-148,-14880852,182148,BREACH
121.718,TraderOne,Tick,0,10,-10,110,150000,150600,-148,-14880852,182148,BREACH
121.984,TraderOne,Tick,0,10,-10,110,150100,150600,-148,-14880852,182148,BREACH
122.203,TraderOne,Tick,0,10,-10,110,150100,150600,-148,-14880852,182148,BREACH
122.5,TraderOne,Tick,0,10,-10,110,150100,150500,-148,-14880852,172148,BREACH
122.703,TraderOne,Tick,0,10,-10,110,150100,150500,-148,-14880852,172148,BREACH
122.968,TraderOne,Tick,0,10,-10,110,150100,150500,-148,-14880852,172148,BREACH
123.265,TraderOne,Tick,0,10,-10,110,150100,150400,-148,-14880852,162148,BREACH
123.453,TraderOne,Tick,0,10,-10,110,150100,150400,-148,-14880852,162148,BREACH
123.75,TraderOne,Tick,0,10,-10,110,150400,150400,-148,-14880852,159148,BREACH
124.031,TraderOne,Tick,0,10,-10,110,150400,150400,-148,-14880852,159148,BREACH
124.25,TraderOne,Tick,0,10,-10,110,150400,150400,-148,-14880852,159148,BREACH
124.484,TraderOne,Tick,0,10,-10,110,150600,150400,-148,-14880852,157148,BREACH
124.734,TraderOne,Tick,0,10,-10,110,150600,150400,-148,-14880852,157148,BREACH
125.0,TraderOne,Tick,0,10,-10,110,150600,150400,-148,-14880852,157148,BREACH
125.218,TraderOne,Tick,0,10,-10,110,150600,150400,-148,-14880852,157148,BREACH
125.531,TraderOne,Tick,0,10,-10,110,150400,150400,-148,-14880852,159148,BREACH
125.75,TraderOne,Tick,0,10,-10,110,150400,150400,-148,-14880852,159148,BREACH
125.984,TraderOne,Tick,0,10,-10,110,150400,150700,-148,-14880852,192148,BREACH
126.297,TraderOne,Tick,0,10,-10,110,150400,151100,-148,-14880852,232148,BREACH
126.515,TraderOne,Tick,0,10,-10,110,150500,151200,-148,-14880852,242148,BREACH
126.781,TraderOne,Tick,0,10,-10,110,150500,151000,-148,-14880852,222148,BREACH
126.953,TraderOne,Tick,0,10,-10,110,150500,151000,-148,-14880852,222148,BREACH
127.312,TraderOne,Tick,0,10,-10,110,150500,151000,-148,-14880852,222148,BREACH
127.484,TraderOne,Tick,0,10,-10,110,150500,150700,-148,-14880852,191148,BREACH
127.75,TraderOne,Tick,0,10,-10,110,150500,150500,-148,-14880852,169148,BREACH
128.047,TraderOne,Tick,0,10,-10,110,150700,150300,-148,-14880852,146148,BREACH
128.203,TraderOne,Tick,0,10,-10,110,150700,150300,-148,-14880852,146148,BREACH
128.547,TraderOne,Tick,0,10,-10,110,150700,150200,-148,-14880852,136148,BREACH
128.797,TraderOne,Tick,0,10,-10,110,150700,150200,-148,-14880852,136148,BREACH
129.047,TraderOne,Tick,0,10,-10,110,150700,150200,-148,-14880852,136148,BREACH
129.297,TraderOne,Tick,0,10,-10,110,150700,150200,-148,-14880852,136148,BREACH
129.453,TraderOne,Tick,0,10,-10,110,151000,150400,-148,-14880852,156148,BREACH
129.703,TraderOne,Tick,0,10,-10,110,151000,150400,-148,-14880852,156148,BREACH
129.968,TraderOne,Tick,0,10,-10,110,151000,150400,-148,-14880852,156148,BREACH
130.265,TraderOne,Tick,0,10,-10,110,151000,150400,-148,-14880852,156148,BREACH
130.547,TraderOne,Tick,0,10,-10,110,151000,150400,-148,-14880852,156148,BREACH
130.75,TraderOne,Tick,0,10,-10,110,151000,150400,-148,-14880852,156148,BREACH
130.953,TraderOne,Tick,0,10,-10,110,151000,150400,-148,-14880852,156148,BREACH
131.218,TraderOne,Tick,0,10,-10,110,150400,150100,-148,-14880852,126148,BREACH
131.468,TraderOne,Tick,0,10,-10,110,150400,150100,-148,-14880852,126148,BREACH
131.734,TraderOne,Tick,0,10,-10,110,150400,150100,-148,-14880852,126148,BREACH
132.0,TraderOne,Tick,0,10,-10,110,150800,150100,-148,-14880852,126148,BREACH
132.281,TraderOne,Tick,0,10,-10,110,150400,149800,-148,-14880852,96148,BREACH
132.515,TraderOne,Tick,0,10,-10,110,150400,149800,-148,-14880852,96148,BREACH
132.718,TraderOne,Tick,0,10,-10,110,150400,149600,-148,-14880852,77148,BREACH
132.953,TraderOne,Tick,0,10,-10,110,150400,149600,-148,-14880852,77148,BREACH
133.265,TraderOne,Tick,0,10,-10,110,150200,149600,-148,-14880852,77148,BREACH
133.5,TraderOne,Tick,0,10,-10,110,150200,149600,-148,-14880852,77148,BREACH
133.781,TraderOne,Tick,0,10,-10,110,149800,149500,-148,-14880852,67148,BREACH
133.984,TraderOne,Tick,0,10,-10,110,149800,149600,-148,-14880852,77148,BREACH
134.25,TraderOne,Tick,0,10,-10,110,149800,149600,-148,-14880852,77148,BREACH
134.531,TraderOne,Tick,0,10,-10,110,149800,149700,-148,-14880852,88148,BREACH
134.703,TraderOne,Tick,0,10,-10,110,149800,149700,-148,-14880852,88148,BREACH
135.0,TraderOne,Tick,0,10,-10,110,149800,149800,-148,-14880852,99148,BREACH
135.234,TraderOne,Tick,0,10,-10,110,149300,149800,-148,-14880852,102148,BREACH
135.5,TraderOne,Tick,0,10,-10,110,149300,149800,-148,-14880852,102148,BREACH
135.734,TraderOne,Tick,0,10,-10,110,149300,149900,-148,-14880852,112148,BREACH
136.047,TraderOne,Tick,0,10,-10,110,149300,149900,-148,-14880852,112148,BREACH
136.297,TraderOne,Tick,0,10,-10,110,149300,149900,-148,-14880852,112148,BREACH
136.468,TraderOne,Tick,0,10,-10,110,149300,149900,-148,-14880852,112148,BREACH
136.703,TraderOne,Tick,0,10,-10,110,149300,149800,-148,-14880852,102148,BREACH
136.953,TraderOne,Tick,0,10,-10,110,149300,149600,-148,-14880852,81148,BREACH
137.281,TraderOne,Tick,0,10,-10,110,149300,149600,-148,-14880852,81148,BREACH
137.515,TraderOne,Tick,0,10,-10,110,149300,149600,-148,-14880852,81148,BREACH
137.797,TraderOne,Tick,0,10,-10,110,149300,149300,-148,-14880852,49148,BREACH
138.015,TraderOne,Tick,0,10,-10,110,149300,149300,-148,-14880852,49148,BREACH
138.203,TraderOne,Tick,0,10,-10,110,149300,149300,-148,-14880852,49148,BREACH
138.547,TraderOne,Tick,0,10,-10,110,149300,149300,-148,-14880852,49148,BREACH
138.781,TraderOne,Tick,0,10,-10,110,149300,149100,-148,-14880852,27148,BREACH
138.984,TraderOne,Tick,0,10,-10,110,149300,149100,-148,-14880852,27148,BREACH
139.203,TraderOne,Tick,0,10,-10,110,149300,149100,-148,-14880852,27148,BREACH
139.547,TraderOne,Tick,0,10,-10,110,149300,149300,-148,-14880852,49148,BREACH
139.734,TraderOne,Tick,0,10,-10,110,149300,149300,-148,-14880852,49148,BREACH
140.015,TraderOne,Tick,0,10,-10,110,149300,149300,-148,-14880852,49148,BREACH
140.25,TraderOne,Tick,0,10,-10,110,149300,149300,-148,-14880852,49148,BREACH
140.484,TraderOne,Tick,0,10,-10,110,149600,149300,-148,-14880852,47148,BREACH
140.797,TraderOne,Tick,0,10,-10,110,149600,149300,-148,-14880852,47148,BREACH
141.0,TraderOne,Tick,0,10,-10,110,149600,149300,-148,-14880852,47148,BREACH
141.312,TraderOne,Tick,0,10,-10,110,149600,149300,-148,-14880852,47148,BREACH
141.515,TraderOne,Tick,0,10,-10,110,149600,149300,-148,-14880852,47148,BREACH
141.797,TraderOne,Tick,0,10,-10,110,150200,149500,-148,-14880852,67148,BREACH
142.0,TraderOne,Breach,0,10,-10,110,150200,149500,-148,-14880852,67148,
142.0,TraderOne,Tick,0,10,-10,110,150200,149500,-148,-14880852,67148,BREACH
142.218,TraderOne,Tick,0,10,-10,110,150200,149500,-148,-14880852,67148,BREACH
142.547,TraderOne,Tick,0,10,-10,110,150200,149500,-148,-14880852,67148,BREACH
142.812,TraderOne,Tick,0,10,-10,110,150200,149500,-148,-14880852,67148,BREACH
143.047,TraderOne,Tick,0,10,-10,110,150200,149500,-148,-14880852,67148,BREACH
143.234,TraderOne,Tick,0,10,-10,110,150200,149500,-148,-14880852,67148,BREACH
143.5,TraderOne,Tick,0,10,-10,110,150200,149500,-148,-14880852,67148,BREACH
143.703,TraderOne,Tick,0,10,-10,110,150200,149700,-148,-14880852,87148,BREACH
144.015,TraderOne,Tick,0,10,-10,110,149200,149700,-148,-14880852,91148,BREACH
144.25,TraderOne,Tick,0,10,-10,110,149200,149700,-148,-14880852,91148,BREACH
144.5,TraderOne,Tick,0,10,-10,110,149100,149700,-148,-14880852,91148,BREACH
144.734,TraderOne,Tick,0,10,-10,110,149100,149700,-148,-14880852,91148,BREACH
145.047,TraderOne,Tick,0,10,-10,110,149100,149700,-148,-14880852,91148,BREACH
145.234,TraderOne,Tick,0,10,-10,110,149100,149700,-148,-14880852,91148,BREACH
145.515,TraderOne,Tick,0,10,-10,110,149100,149700,-148,-14880852,91148,BREACH
145.734,TraderOne,Tick,0,10,-10,110,149100,149700,-148,-14880852,91148,BREACH
145.984,TraderOne,Tick,0,10,-10,110,149100,149700,-148,-14880852,91148,BREACH
146.203,TraderOne,Tick,0,10,-10,110,149100,149700,-148,-14880852,91148,BREACH
146.453,TraderOne,Tick,0,10,-10,110,149100,149500,-148,-14880852,71148,BREACH
146.75,TraderOne,Tick,0,10,-10,110,149100,149700,-148,-14880852,91148,BREACH
147.0,TraderOne,Tick,0,10,-10,110,149100,149700,-148,-14880852,91148,BREACH
147.234,TraderOne,Tick,0,10,-10,110,149100,149700,-148,-14880852,91148,BREACH
147.5,TraderOne,Tick,0,10,-10,110,149100,149600,-148,-14880852,81148,BREACH
147.718,TraderOne,Tick,0,10,-10,110,149100,149600,-148,-14880852,81148,BREACH
147.968,TraderOne,Tick,0,10,-10,110,149100,149600,-148,-14880852,81148,BREACH
148.203,TraderOne,Tick,0,10,-10,110,149100,149600,-148,-14880852,81148,BREACH
148.453,TraderOne,Tick,0,10,-10,110,149100,149600,-148,-14880852,81148,BREACH
148.718,TraderOne,Tick,0,10,-10,110,149100,149600,-148,-14880852,81148,BREACH
148.984,TraderOne,Tick,0,10,-10,110,149100,149600,-148,-14880852,81148,BREACH
149.218,TraderOne,Tick,0,10,-10,110,149100,149600,-148,-14880852,81148,BREACH
149.453,TraderOne,Tick,0,10,-10,110,149100,150100,-148,-14880852,132148,BREACH
149.734,TraderOne,Tick,0,10,-10,110,150600,150100,-148,-14880852,126148,BREACH
149.968,TraderOne,Tick,0,10,-10,110,150600,150100,-148,-14880852,126148,BREACH
150.203,TraderOne,Tick,0,10,-10,110,150600,150100,-148,-14880852,126148,BREACH
150.562,TraderOne,Tick,0,10,-10,110,150600,150100,-148,-14880852,126148,BREACH
150.75,TraderOne,Tick,0,10,-10,110,150600,150100,-148,-14880852,126148,BREACH
151.0,TraderOne,Tick,0,10,-10,110,150600,150100,-148,-14880852,126148,BREACH
151.265,TraderOne,Tick,0,10,-10,110,150600,150100,-148,-14880852,126148,BREACH
151.531,TraderOne,Tick,0,10,-10,110,150600,150100,-148,-14880852,126148,BREACH
151.797,TraderOne,Tick,0,10,-10,110,150600,150100,-148,-14880852,126148,BREACH
152.0,TraderOne,Tick,0,10,-10,110,150600,150100,-148,-14880852,126148,BREACH
152.203,TraderOne,Tick,0,10,-10,110,150600,150100,-148,-14880852,126148,BREACH
152.468,TraderOne,Tick,0,10,-10,110,150600,150100,-148,-14880852,126148,BREACH
152.734,TraderOne,Tick,0,10,-10,110,150600,150100,-148,-14880852,126148,BREACH
153.0,TraderOne,Tick,0,10,-10,110,150400,150100,-148,-14880852,126148,BREACH
153.25,TraderOne,Tick,0,10,-10,110,150400,149800,-148,-14880852,96148,BREACH
153.562,TraderOne,Tick,0,10,-10,110,150400,149800,-148,-14880852,96148,BREACH
153.765,TraderOne,Tick,0,10,-10,110,150400,150100,-148,-14880852,126148,BREACH
153.953,TraderOne,Tick,0,10,-10,110,150400,150100,-148,-14880852,126148,BREACH
154.203,TraderOne,Tick,0,10,-10,110,150400,150100,-148,-14880852,126148,BREACH
154.531,TraderOne,Tick,0,10,-10,110,150400,150100,-148,-14880852,126148,BREACH
154.812,TraderOne,Tick,0,10,-10,110,150400,150100,-148,-14880852,126148,BREACH
155.062,TraderOne,Tick,0,10,-10,110,150400,150100,-148,-14880852,126148,BREACH
155.297,TraderOne,Tick,0,10,-10,110,150400,150100,-148,-14880852,126148,BREACH
155.562,TraderOne,Tick,0,10,-10,110,150400,150300,-148,-14880852,148148,BREACH
155.75,TraderOne,Tick,0,10,-10,110,150400,150300,-148,-14880852,148148,BREACH
156.0,TraderOne,Tick,0,10,-10,110,150400,150300,-148,-14880852,148148,BREACH
156.297,TraderOne,Tick,0,10,-10,110,150400,150300,-148,-14880852,148148,BREACH
156.484,TraderOne,Tick,0,10,-10,110,150400,150300,-148,-14880852,148148,BREACH
156.765,TraderOne,Tick,0,10,-10,110,150400,150300,-148,-14880852,148148,BREACH
157.015,TraderOne,Tick,0,10,-10,110,150400,150300,-148,-14880852,148148,BREACH
157.265,TraderOne,Tick,0,10,-10,110,150600,150300,-148,-14880852,146148,BREACH
157.484,TraderOne,Tick,0,10,-10,110,150600,150300,-148,-14880852,146148,BREACH
157.718,TraderOne,Tick,0,10,-10,110,150600,150300,-148,-14880852,146148,BREACH
158.0,TraderOne,Tick,0,10,-10,110,150600,150300,-148,-14880852,146148,BREACH
158.297,TraderOne,Tick,0,10,-10,110,150600,150300,-148,-14880852,146148,BREACH
158.547,TraderOne,Tick,0,10,-10,110,150500,150300,-148,-14880852,147148,BREACH
158.765,TraderOne,Tick,0,10,-10,110,150500,150300,-148,-14880852,147148,BREACH
159.0,TraderOne,Tick,0,10,-10,110,150500,150400,-148,-14880852,158148,BREACH
159.25,TraderOne,Tick,0,10,-10,110,150600,150400,-148,-14880852,157148,BREACH
159.484,TraderOne,Tick,0,10,-10,110,150600,150400,-148,-14880852,157148,BREACH
159.828,TraderOne,Tick,0,10,-10,110,150600,150400,-148,-14880852,157148,BREACH
159.984,TraderOne,Tick,0,10,-10,110,150600,150400,-148,-14880852,157148,BREACH
160.25,TraderOne,Tick,0,10,-10,110,150600,150400,-148,-14880852,157148,BREACH
160.484,TraderOne,Tick,0,10,-10,110,150600,150400,-148,-14880852,157148,BREACH
160.75,TraderOne,Tick,0,10,-10,110,150600,150200,-148,-14880852,136148,BREACH
161.047,TraderOne,Tick,0,10,-10,110,150600,150200,-148,-14880852,136148,BREACH
161.218,TraderOne,Tick,0,10,-10,110,150600,150200,-148,-14880852,136148,BREACH
161.5,TraderOne,Tick,0,10,-10,110,150600,150200,-148,-14880852,136148,BREACH
161.75,TraderOne,Tick,0,10,-10,110,150600,150200,-148,-14880852,136148,BREACH
161.984,TraderOne,Tick,0,10,-10,110,150600,150200,-148,-14880852,136148,BREACH
162.25,TraderOne,Tick,0,10,-10,110,150600,150700,-148,-14880852,190148,BREACH
162.5,TraderOne,Tick,0,10,-10,110,150800,150800,-148,-14880852,199148,BREACH
162.75,TraderOne,Tick,0,10,-10,110,150800,150700,-148,-14880852,188148,BREACH
163.0,TraderOne,Tick,0,10,-10,110,150800,150700,-148,-14880852,188148,BREACH
163.297,TraderOne,Tick,0,10,-10,110,150800,150600,-148,-14880852,177148,BREACH
163.547,TraderOne,Tick,0,10,-10,110,150800,150800,-148,-14880852,199148,BREACH
163.75,TraderOne,Tick,0,10,-10,110,150800,150800,-148,-14880852,199148,BREACH
164.0,TraderOne,Tick,0,10,-10,110,150800,150800,-148,-14880852,199148,BREACH
164.297,TraderOne,Tick,0,10,-10,110,150800,151000,-148,-14880852,221148,BREACH
164.5,TraderOne,Tick,0,10,-10,110,150800,151000,-148,-14880852,221148,BREACH
164.718,TraderOne,Tick,0,10,-10,110,150800,150900,-148,-14880852,210148,BREACH
165.047,TraderOne,Tick,0,10,-10,110,150800,151000,-148,-14880852,221148,BREACH
165.218,TraderOne,Tick,0,10,-10,110,151300,151000,-148,-14880852,216148,BREACH
165.515,TraderOne,Tick,0,10,-10,110,151300,151000,-148,-14880852,216148,BREACH
165.765,TraderOne,Tick,0,10,-10,110,151300,151000,-148,-14880852,216148,BREACH
166.0,TraderOne,Tick,0,10,-10,110,151300,151000,-148,-14880852,216148,BREACH
166.312,TraderOne,Tick,0,10,-10,110,151400,151100,-148,-14880852,226148,BREACH
166.484,TraderOne,Tick,0,10,-10,110,151400,151100,-148,-14880852,226148,BREACH
166.75,TraderOne,Tick,0,10,-10,110,151400,151100,-148,-14880852,226148,BREACH
166.984,TraderOne,Tick,0,10,-10,110,151400,151100,-148,-14880852,226148,BREACH
167.265,TraderOne,Tick,0,10,-10,110,151400,151100,-148,-14880852,226148,BREACH
167.5,TraderOne,Tick,0,10,-10,110,151400,151100,-148,-14880852,226148,BREACH
167.734,TraderOne,Tick,0,10,-10,110,151400,151100,-148,-14880852,226148,BREACH
